21:41:58.952 INFO  init 
21:41:59.189 INFO  Connected to MySQL at 127.0.0.1 
21:41:59.237 INFO  Database connected successfully 
21:41:59.267 INFO  Server started on http://127.0.0.1:3000 
21:42:40.901 INFO  POST /api/auth/login - IP: 127.0.0.1 
21:42:40.902 INFO  verifyToken - path: /auth/login 
21:42:40.902 INFO  verifyToken - skipping auth routes 
21:42:41.881 INFO  login successful for email: naama@gmail.com 
21:43:15.458 INFO  POST /api/auth/signup - IP: 127.0.0.1 
21:43:15.458 INFO  verifyToken - path: /auth/signup 
21:43:15.458 INFO  verifyToken - skipping auth routes 
21:43:16.157 INFO  addUser called for username: naama 
21:43:16.184 ERROR addUser error: Duplicate entry 'naama4212@gmail.com' for key 'users.email' 
21:43:16.184 WARN  signup error: Duplicate entry 'naama4212@gmail.com' for key 'users.email' 
21:43:20.458 INFO  POST /api/auth/signup - IP: 127.0.0.1 
21:43:20.458 INFO  verifyToken - path: /auth/signup 
21:43:20.458 INFO  verifyToken - skipping auth routes 
21:43:21.189 INFO  addUser called for username: naama 
21:43:21.197 ERROR addUser error: Duplicate entry 'naama4212@gmail.com' for key 'users.email' 
21:43:21.197 WARN  signup error: Duplicate entry 'naama4212@gmail.com' for key 'users.email' 
21:44:16.380 INFO  POST /api/auth/signup - IP: 127.0.0.1 
21:44:16.380 INFO  verifyToken - path: /auth/signup 
21:44:16.380 INFO  verifyToken - skipping auth routes 
21:44:17.724 INFO  addUser called for username: naama 
21:44:17.732 ERROR addUser error: Duplicate entry 'naama4212@gmail.com' for key 'users.email' 
21:44:17.732 WARN  signup error: Duplicate entry 'naama4212@gmail.com' for key 'users.email' 
21:44:55.910 INFO  POST /api/auth/login - IP: 127.0.0.1 
21:44:55.910 INFO  verifyToken - path: /auth/login 
21:44:55.910 INFO  verifyToken - skipping auth routes 
21:44:56.585 INFO  login successful for email: naama@gmail.com 
21:45:19.915 INFO  GET /api/25/posts - IP: 127.0.0.1 
21:45:19.915 INFO  verifyToken - path: /25/posts 
21:45:19.920 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:19.921 INFO  checkAccessPermissions - path: /posts, userId param: 25 
21:45:19.921 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:19.921 INFO  checkAccessPermissions - access granted for user: 25 
21:45:19.922 INFO  getAllPosts called 
21:45:19.922 INFO  getAll posts called 
21:45:19.967 INFO  getAll posts successful, returned 99 posts 
21:45:19.967 INFO  getAllPosts successful, returned 99 posts 
21:45:20.058 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.059 INFO  verifyToken - path: /25/comments 
21:45:20.062 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.062 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.062 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.062 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.063 INFO  getCommentsByPost called for postId: 1 
21:45:20.064 INFO  getAllByPostId called with postId: 1 
21:45:20.107 INFO  getAllByPostId successful, returned 11 comments 
21:45:20.107 INFO  getCommentsByPost successful, returned 11 comments 
21:45:20.152 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.152 INFO  verifyToken - path: /25/comments 
21:45:20.155 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.155 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.155 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.155 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.155 INFO  getCommentsByPost called for postId: 2 
21:45:20.156 INFO  getAllByPostId called with postId: 2 
21:45:20.159 INFO  getAllByPostId successful, returned 7 comments 
21:45:20.159 INFO  getCommentsByPost successful, returned 7 comments 
21:45:20.163 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.163 INFO  verifyToken - path: /25/comments 
21:45:20.166 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.166 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.166 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.166 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.166 INFO  getCommentsByPost called for postId: 3 
21:45:20.166 INFO  getAllByPostId called with postId: 3 
21:45:20.169 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.169 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.173 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.173 INFO  verifyToken - path: /25/comments 
21:45:20.176 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.176 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.176 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.177 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.177 INFO  getCommentsByPost called for postId: 4 
21:45:20.177 INFO  getAllByPostId called with postId: 4 
21:45:20.179 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.179 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.183 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.183 INFO  verifyToken - path: /25/comments 
21:45:20.186 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.186 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.186 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.186 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.186 INFO  getCommentsByPost called for postId: 5 
21:45:20.186 INFO  getAllByPostId called with postId: 5 
21:45:20.190 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.190 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.193 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.193 INFO  verifyToken - path: /25/comments 
21:45:20.195 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.195 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.195 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.195 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.195 INFO  getCommentsByPost called for postId: 6 
21:45:20.195 INFO  getAllByPostId called with postId: 6 
21:45:20.198 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.198 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.200 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.201 INFO  verifyToken - path: /25/comments 
21:45:20.202 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.203 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.203 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.203 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.203 INFO  getCommentsByPost called for postId: 7 
21:45:20.203 INFO  getAllByPostId called with postId: 7 
21:45:20.205 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.205 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.208 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.208 INFO  verifyToken - path: /25/comments 
21:45:20.211 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.211 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.211 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.211 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.211 INFO  getCommentsByPost called for postId: 8 
21:45:20.211 INFO  getAllByPostId called with postId: 8 
21:45:20.214 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.214 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.217 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.217 INFO  verifyToken - path: /25/comments 
21:45:20.220 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.220 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.220 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.220 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.220 INFO  getCommentsByPost called for postId: 9 
21:45:20.220 INFO  getAllByPostId called with postId: 9 
21:45:20.223 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.223 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.227 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.228 INFO  verifyToken - path: /25/comments 
21:45:20.230 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.230 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.230 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
21:45:20.230 INFO  checkAccessPermissions - access granted for user: 25 
21:45:20.230 INFO  getCommentsByPost called for postId: 10 
21:45:20.230 INFO  getAllByPostId called with postId: 10 
21:45:20.233 INFO  getAllByPostId successful, returned 5 comments 
21:45:20.233 INFO  getCommentsByPost successful, returned 5 comments 
21:45:20.236 INFO  GET /api/25/comments - IP: 127.0.0.1 
21:45:20.236 INFO  verifyToken - path: /25/comments 
21:45:20.238 INFO  verifyToken - successful for user: naama@gmail.com (userId: 25) 
21:45:20.238 INFO  checkAccessPermissions - path: /comments, userId param: 25 
21:45:20.238 INFO  checkAccessPermissions - user ID from token: 25, userId param: 25 
